,No,Tanggal,Keterangan JKB,Sumber Informasi,Waktu Informasi,Alamat Kejadian, RT , RW ,Kelurahan,Kecamatan,Wilayah,Objek Kejadian Awal,Kode Objek Bencana,Kategori Objek Bencana,Objek Kejadian Lainnya,Kode Objek Bencana Lainnya,Kategori Objek Bencana Lainnya,ID Bang,Jenis Bangunan,ID Sebab,Sebab Kejadian,Keterangan Sebab Kejadian,Waktu Respon,Menit Respon,JUMLAH UNIT,JUMLAH SDM,Lama Operasi -  Hari,Lama Operasi - Jam,Lama Operasi -  Menit,Luas Area Kejadian,Petugas Mati,Petugas  Luka,Masyarakat Mati,Masyarakat Luka,Objek BP,Objek BUP,Objek BI,Objek KD,Objek LN,Jumlah KK,Jumlah Jiwa, Taksiran Kerugian ,Kronologis Kejadian,Keterangan
,1479,19/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,20:45,"Jl. Ps. Cipondoh, Kel. Cipondoh, Kec. Cipondoh, Tangerang", 9 , 2 ,Tangerang,Tangerang,Kota Tangerang,Pasar Cipondoh,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Kortleting Listrik,21:00,00:15,1,5,0,2,35,"10,000", - , - , - , - , - , 1 , - , - , - ,,," 1,000,000,000 ","Terjadi konsleting listrik pada kabel instalasi, api dengan cepat membesar sehingga mengakibatkan terbakarnya pasar cipondoh",
,1480,19/Nopember/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,15:20,Jl. Kweni, 3 , 5 ,Bungur ,Senen, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Terjadi ledakan pada kompor,15:25,00:05,34,170,0,3,55,"1,000", - , 1 , - , 2 , 84 , - , - , - , - ,126,700," 1,000,000,000 ",Terjadi ledakan pada kompor gas yang sedang di gunakan di salah satu rumah warga secara tiba2. Sehingga mengakibatkan kebakarana.,"Korban Luka- luka. Petugas : Bambang (34Th), Masyarakat : Ibu Bajinah (85Th) & Feri (50Th)"
,1481,21/Nopember/2013  (Kamis),Bencana Kebakaran,Petugas Pemadam,09:00,Jl. Diponegoro No.71 Salemba,,,Kramat,Senen, Kota Administrasi Jakarta Pusat,RSCM,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Kortleting Listrik,09:10,00:10,14,70,0,1,30,, - , - , - , - , - , 1 , - , - , - ,,,,"Pelaksanaan latihan bangunan menengah dan yang berisi bahan Kimia/B3, Lokasi RSCM Lt.3 Kamar 302",Gladi Kebakaran
,1482,21/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,21:10,Jl. Pegangsaan Barat, 12 , 1 ,Pegangsaan ,Menteng, Kota Administrasi Jakarta Pusat,Stasiun Cikini,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,21:13,00:03,14,70,0,0,20,9, - , - , - , - , - , 1 , - , - , - ,,," 5,000,000 ","Hubungan singkat pada Stasiun Cikini ,sehingga sebagian ruangan terbakar",
,1483,21/Nopember/2013  (Kamis),Bencana Kebakaran,Petugas Instansi Lain,21:35,Jl. Melawai III,,,Melawai,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Crane,LN,Lain-Lain,,,,,,LS,Listrik,Kortleting Listrik,21:39,00:04,2,10,0,0,50,72, - , - , - , - , - , - , - , - , 1 ,,," 100,000,000 ",Pada saat sedang dilakukan pengerukan menggunakan alat berat beco tiba-tiba menyangkut kabel tegangan tinggi yang tertanam didalam tanah sehingga mengeluarkan percikan api dan meledak hingga merusak beco dan melukai pengemudi beco,
,1484,21/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,23:15,Jl. H. Muhtar Raya No.74/75 (Titik Kenal SMP 245), 11 , 11 ,Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,23:20,00:05,17,85,0,1,24,375, - , - , - , - , - , 1 , - , - , - ,2,8," 300,000,000 ","Hubungan singkat di atas platfon,api membesar sehingga satu bangunan ruko terbakar",
,1485,22/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,09:55,Jl. Raya Pondok Gede, 3 , 8 ,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur,Bengkel Motor,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,10:10,00:15,4,20,0,0,35,4, - , - , - , - , - , 1 , - , - , - ,,," 40,000,000 ","Diduga terjadi arus pendek pada AC, percikan api membakar oli, terjadi perambatan ke bangunan.","Pemilik Ibu Inge Setyowati, 40 th"
,1486,22/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,14:25,Jln. Dumis Pisangan Baru I / 41, 11 , 9 ,Pisangan Baru,Matraman, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,14:35,00:10,16,80,0,1,5,180, - , - , - , - , 1 , - , - , - , - ,1,2," 750,000,000 ","Diduga terjadi hubungan arus pendek listrik di atas plafon di ruang tamu, percikan api membakar bahan mudah terbakar dan membesar mengakibatkan kebakaran.","Pemilik H. Aris, 54 th"
,1487,22/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,20:00,"Jl. Salemba Raya, No. 47",,,Paseban ,Senen, Kota Administrasi Jakarta Pusat,Gedung Gereja Advent,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Kortleting Listrik,20:05,00:05,18,90,0,0,30,2, - , - , - , - , - , 1 , - , - , - ,,," 200,000,000 ","Terjadi konsletig pada 3 buah panel listrik di lantai VI ruang futsal gedung gereja advent, sehingga mengakibatkan terbakalnya panel listrik tersebut",
,1488,23/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,10:00,Jl. Gg. Karang Taruna, 8 , 5 ,cipinang besar selatan,Jatinegara, Kota Administrasi Jakarta Timur,Bedeng ,BP,Bangunan Perumahan,GenSet,LN,Lain-Lain,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,10:08,00:08,2,10,0,0,18,12, - , - , - , - , 1 , - , - , - , 1 ,,," 100,000,000 ",Akibat dari hubungan arus pendek listrik pada mesin GenSet hingga terbakar dan menyambar bangunan bedeng,
,1489,23/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,14:40,Jl. Tentara Pelajar (Rukan Permata Senayan),,,Grogol Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Rukan ,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,14:45,00:05,3,15,0,1,10,16, - , - , - , - , - , 1 , - , - , - ,,," 120,000,000 ","Diduga hubungan pendek arus listrik di atas plapon, hingga menyambar bahan yang mudah terbakar dan membesar",
,1490,24/Nopember/2013  (Minggu),Bencana Kebakaran,Masyarakat,05:00,"Jl. Raya Bukit, Komplek Pertanian", 2 , 1 ,Tangerang,Tangerang,Kota Tangerang,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Selang Kompor Gas Bocor,05:05,00:05,1,5,0,0,45,12, - , - , - , - , 1 , - , - , - , - ,1,6," 30,000,000 ","Akibat dari kebocoran pada selang regulator elpiji, hingga api menyambar gas dan terbakar",
,1491,24/Nopember/2013  (Minggu),Bencana Kebakaran,Masyarakat,11:30,Jl. Pegangsaan II,,,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara,PT IGI,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,11:35,00:05,2,10,0,2,0,-, - , - , - , - , - , - , 1 , - , - ,,,,Simulasi Kebakaran di PT IGI,
,1492,24/Nopember/2013  (Minggu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Pemadam,19:00,Jl. Terusan arjuna,,,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,19:05,00:05,2,10,0,0,45,, - , - , - , - , - , - , - , - , 1 ,,,,Akibat angin kencang satu pohon tumbang menghalangi jalan,
,1493,25/Nopember/2013  (Senin),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,19:00,Jl. Raya Sentex, 8 , 10 ,Ciracas,Ciracas, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Tersangkut Truck Container,19:05,00:05,1,5,0,0,45,, - , - , - , - , - , - , - , - , 1 ,,,,"Pohon tersangkut Truck Container yang sedang melintas, kemudian tumbang dan menghalingi jalan.",
,1494,26/Nopember/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,02:20,Jl. Srenseng Sawah,,,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan,Kantin Universitas Pancasial,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,02:25,00:05,16,80,0,1,10,160, - , - , - , - , - , 8 , - , - , - ,,," 380,000,000 ","Terjadi konsleting pada instalasi listrik atas plafon di kantin Universitas Pancasila, sehingga mengakibatkan kebakaran dan membakar 8 unit kantin.",
,1495,26/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,06:00,"Jl. Muara Tanjakan, Gg. Pondok Bakul", 6 , 12 ,Pasar Manggis,Setiabudi, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,06:05,00:05,4,20,0,1,0,42, - , - , - , - , 1 , - , - , - , - ,1,2," 84,000,000 ","Terjadi konsleting pada instalasi listrik pada atas plafon rumah, sehingga mengakibatkan kebakaran.",Pemilik : Bp. Herman (75Th)
,1496,26/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,11:15,Jl. Indramayu no.2A,,,Menteng,Menteng, Kota Administrasi Jakarta Pusat,Kabel Telkom + intercom,LN,Lain-Lain,,,,,,LS,Listrik,Kortleting Listrik,11:20,00:05,11,55,0,0,30,50, - , - , - , - , - , - , - , - , 1 ,,," 10,000,000 ",Diduga dari arus pendek listrik pada Kabel udara PLN menimbulkan percikan api lalu menyambar kabel intercom dan kabel telkom.,
,1497,26/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,15:05,Jl. Veteran Km.8,,,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan,Rumah Makan Padang,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Tabung Gas,15:10,00:05,2,10,0,0,20,, - , - , - , - , - , - , - , - , 1 ,,," 200,000 ","Akibat dari kebocoran pada selang regulator elpiji, hingga api menyambar gas dan terbakar dam membakar kompor",
,1498,27/Nopember/2013  (Rabu),Bencana Kebakaran,Petugas Instansi Lain,08:15,Jl. Rajiman, 7 , 6 ,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,08:20,00:05,10,50,0,1,0,150, - , - , - , - , 1 , - , - , - , - ,1,3," 500,000,000 ","Diduga terjadi hubungan arus pendek pada AC, timbul api hingga membesar sehingga terjadi kebakaran",
,1499,27/Nopember/2013  (Rabu),Bencana Kebakaran,Petugas Instansi Lain,23:35,Jl. O.II No.4, 15 , 8 ,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan,Box Listrik,LN,Lain-Lain,,,,,,LS,Listrik,Korsleting Listrik,23:40,00:05,1,5,0,0,15,, - , - , - , - , - , - , - , - , 1 ,,," 2,000,000 ","Hubungan singkat pada kabel box listrik, timbul api sehingga terjadi kebakaran",
,1500,28/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,07:40,Jln. Kebagusan VI No. 5, 6 , 6 ,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,07:45,00:05,5,25,0,0,50,42, - , - , - , - , 1 , - , - , - , - ,1,6," 10,000,000 ","Diduga terjadi konsleting listrik pada tek dus di lantai II di atas plafon, mengakibatkan kebakaran.",pemilik Bp. Rojali (45 Th)
,1501,28/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,09:05,"Jln. Wijaya I, Gg. Cisanggiri IV No.3", 4 , 4 ,Petogogan,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Rumah Tinggal + Garasi,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,09:10,00:05,15,75,0,1,20,800, - , - , - , - , 1 , - , - , - , - ,1,4," 200,000,000 ","Diduga terjadi konsleting listrik di KwH meter, menyambar bahan mudah terbakar di garasi mobil, merambat ke rumah di lantai II",pemilik Ibu Yani Hidayat (50 Th)
,1502,28/Nopember/2013  (Kamis),Bencana Kebakaran,Petugas Pemadam,14:15,"Jl. Kapuk Muara, No. 6A. Blok 1T, Komp. Villa Kapuk Mas",,,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara,Ruko UD Perkasa Makmur,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Korsleting Listrik,14:20,00:05,22,110,0,0,55,270, - , - , - , - , - , 1 , - , - , - ,,," 100,000,000 ","Terjadi konsleting pada blower AC, mengeluarkan percikan api dan mengenai bahan yang mudah terbakar sehingga mengakibatkan kebakaran",Yang terbakar Ruko UD Perkasa Makmur Milik Bp. Ationg 53Thn.
,1503,28/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,16:50,Jl. Hidup Baru, 11 , 3 ,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara,Lapak dan Ruko,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Korsleting Listrik,17:00,00:10,27,135,0,1,55,700, - , - , - , - , - , 1 , - , - , - ,,," 2,000,000,000 ","Terjadi konsleting pada instalasi listrik di bangunan lapak, api membakar bahan yang mudah terbakar dan terjadi kebakaran kemudian merambat ke ruko yang ada di dekatnya","Pemilik Ruko : No. E/11 (Bambang 50Thn), No. 12B Frans (33Thn), No. A2 Karyadi 78Th."
,1504,28/Nopember/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,18:00,Jl. Kalimalang, 15 , 7 ,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan disertai angin kencang,18:15,00:15,2,10,0,5,15,, - , - , - , - , - , 1 , - , - , 1 ,,," 10,000,000 ","Terjadi hujan deras disertai angin kencang, sehingga mengakibatkan pohon tumbang. Kemudian pohon tumbang tersebut menimpa sebuah ruko dan mengakibatkan kerusakan pada ruko",Pemilik Ruko : Bp. Andre 50Thn
,1505,28/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,17:36,Jl. Utan Jati, 8 , 11 ,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,17:40,00:04,7,35,0,1,4,15, - , - , - , - , 1 , - , - , - , - ,1,3," 8,000,000 ","Terjadi konsleting listrik pada mesin pemasak nasi, sehingga terjadi kebakaran",Pemilik : Bp. Harison 50Th
,1506,29/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,07:10,Jl. Masjid Al Goirod, 5 , 3 ,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur,Kantor,BU,Bangunan Umum dan Perdagangan,Mobil,KD,Kendaraan,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,07:15,00:05,12,60,0,1,10,120, - , - , - , - , - , 1 , - , 1 , - ,,," 700,000,000 ",Diduga terjadi korsleting listrik di atas plapon bangunan hingga terjadi kebakaran,Pemilik : H. Taelani (58th)
,1507,29/Nopember/2013  (Jumat),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,09:50,Jl. Raya Pondok Kelapa  ,,,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,10:00,00:10,1,5,0,1,40,, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat angin kencang, satu pohon tumbang menimpa kabel listrik PLN",
,1508,29/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,15:30,Jl. Raya Condet Gg. H. Amir, 5 , 1 ,Gedong,Pasar Rebo, Kota Administrasi Jakarta Timur,Sampah,LN,Lain-Lain,,,,,,RK,Rokok,Puntung Rokok,15:45,00:15,2,10,0,1,0,20, - , - , - , - , - , - , - , - , 1 ,,,,"Orang membuang puntung rokok di tumpukan sampah, tersulut hingga terbakar",
,1509,29/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,16:05,Jl. Gandaria 1 No.17A,,,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Ruko Photo Copy,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,16:10,00:05,17,85,0,1,0,144, - , - , - , - , - , 1 , - , - , - ,,," 190,000,000 ","Diduga terjadi korsleting listrik pada atap plapon bangunan, hingga terjadi kebakaran",
,1510,29/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,19:20,Jl. Pengadegan Selatan VIII No.14A, 10 , 5 ,Pangadegan,Pancoran, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Rice Cooker,19:25,00:05,2,10,0,0,45,27, - , - , - , - , 1 , - , - , - , - ,,," 20,000,000 ",Akibat Rice Cooker yang menyala terus menerus hingga panas dan terbakar menyambar atap plapon dapur ,
,1511,29/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,19:30,Jl. H. Sauri, 3 , 3 ,Sukapura,Cilincing, Kota Administrasi Jakarta Utara,Bedeng,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Bakaran Sampah,19:35,00:05,2,10,0,0,45,15, - , - , - , - , 1 , - , - , - , - ,,," 500,000 ","Orang membakar tumpukan sampah, api membesar hingga menyambar bedeng ",
,1512,29/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,20:08,Jl. Cipinang Kebembem, 4 , 13 ,Cipinang,Pulogadung, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,20:25,00:17,17,85,0,1,32,200, - , - , - , - , 5 , - , - , - , - ,5,16," 800,000,000 ","Diduga korsleting listrik pada kabel meteran listrik, api menyambar atap plapon rumah dan membesar",
,1513,30/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,01:45,Jl. Danau Agung Blok E14 No.26, 7 , 18 ,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,01:50,00:05,4,20,0,0,45,180, - , - , - , - , 1 , - , - , - , - ,1,4," 25,000,000 ","Diduga korsleting listrik pada rangkaian listrik di atas plapon, hingga terjadi kebakaran ",
,1514,30/Nopember/2013  (Sabtu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Pemadam,09:40,Jl. Swadaya, 5 , 4 ,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan,Evakuasi orang terjepit truk,LN,Lain-Lain,,,,,,LN,Lain,Truk tidak kuat menanjak,09:50,00:10,4,20,0,1,35,, - , - , 1 , 2 , - , - , - , - , - ,,,,"Truk muatan besi tidak bisa menanjak, lalu truk mundur mengenai pengendara motor, satu orang meninggal",
,1515,30/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,10:02,Jl. Jagakarsa Raya, 5 , 1 ,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan,Toko Mebel,BU,Bangunan Umum dan Perdagangan,Rumah Kontrakan,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,10:07,00:05,10,50,0,1,28,180, - , - , - , - , 2 , 1 , - , - , - ,2,5," 400,000,000 ","Diduga hubungan singkat di atas plafon toko mebel, api membesar dan membakar dua rumah kontrakan",
,1516,30/Nopember/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,20:30,Jl. Teluk Intan,, 12 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Pencarian Orang Tenggelam,LN,Lain-Lain,,,,,,LN,Lain,Terpeleset,20:40,00:10,4,20,0,7,0,, - , - , - , - , - , - , - , - , - ,,,,Akibat terpeleset ke kali dan hanyut terbawa arus dua orang tenggelam belum ditemukan,1.M.Supriyadi 20 Th  2.H.Suherman 18 Th
,1517,30/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,18:20,Jl. Angkasa I No.5A Komplek Merpati, 1 , 10 ,Gunung Sahari Selatan ,Kemayoran, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,18:24,00:04,28,140,0,1,10,500, - , - , - , - , 1 , - , - , - , - ,1,3," 750,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga satu bangunan rumah tinggal terbakar",
,1518,30/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,15:25,Jl. Meruya Utara, 11 , 2 ,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat,Show Room Mobil Suzuki,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Oven Pemanas,15:30,00:05,12,60,0,1,0,12, - , - , - , - , - , 1 , - , - , - ,,," 300,000,000 ",Oven terlalu panas tiba-tiba meedak menyambar Thinner sehingga sebagian showroom terbakar,
,1519,01/Desember/2013  (Minggu),Bencana Kebakaran,Masyarakat,05:35,Jl. Sulaeman No.35, 5 , 4 ,Palmerah,Palmerah, Kota Administrasi Jakarta Barat,Rumah Kosong,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Kompos terlalu panas,05:40,00:05,6,30,0,0,55,, - , - , - , - , 1 , - , - , - , - ,,,,Kompos disekop terlalu panas sehingga mengelaurkan asap,
,1520,01/Desember/2013  (Minggu),Bencana Kebakaran,Masyarakat,06:30,Jl. Depnaker, 10 , 5 ,Makasar,Makasar, Kota Administrasi Jakarta Timur,Rumah Tinggal LT. II,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,06:35,00:05,5,25,0,0,30,9, - , - , - , - , 1 , - , - , - , - ,1,4," 20,000,000 ","Diduga karena hubungan singkat pada plafon, api membesar sehingga satu ruang kamar tidur di lantai 2 terbakar",
,1521,01/Desember/2013  (Minggu),Bencana Kebakaran,Petugas Pemadam,14:02,Jln. Raya Bekasi,,,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur,Mobil angkot,KD,Kendaraan,,,,,,LS,Listrik,Korsleting Listrik,14:06,00:04,1,5,0,0,13,, - , - , - , - , - , - , - , 1 , - ,,," 50,000,000 ","Diduga terjadi arus pendek listrik pada ACCU, api membakar dan merambat ke seluruh body mobil.","Mobil Suzuki Carry B. 2903 TK, pemilik Bp. Kasmuni (56 Th)"
,1522,01/Desember/2013  (Minggu),Bencana Kebakaran,Petugas Pemadam,16:30,"Jln. Cenang, no. 48", 9 , 2 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,16:35,00:05,4,20,0,0,30,12, - , - , - , - , 1 , - , - , - , - ,1,3," 7,000,000 ",Diduga terjadi hubungan arus pendek listrik diatas plafon sehingga mengakibatkan kebakaran,Pemilik Bp. A Kong Liang 
,1523,02/Desember/2013  (Senin),Bencana Kebakaran,Masyarakat,05:05,Jl. Raya Pondok Gede, 7 , 1 ,Bekasi,Bekasi,Kota Bekasi,Ruko,BU,Bangunan Umum dan Perdagangan,Gedung Danamon,BU,Bangunan Umum dan Perdagangan,BT,Bangunan Tinggi,LS,Listrik,Kortleting Listrik,06:00,00:55,4,20,0,7,10,360, - , - , - , - , - , 2 , - , - , - ,,," 1,250,000,000 ",Diduga adanya hubungan arus pendek listrik diatas plapon hingga membesar,
,1524,02/Desember/2013  (Senin),Bencana Kebakaran,Masyarakat,12:03,Jl. Lopa II no.6C, 9 , 6 ,Pulo,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Selang Kompor Gas Bocor,12:10,00:07,1,5,0,0,7,6, - , - , - , - , 1 , - , - , - , - ,,," 2,000,000 ","Akibat dari selang kompor gas bocor, sehingga api menyambar dan membesar.",
,1525,02/Desember/2013  (Senin),Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Instansi Lain,06:30,Jl. Tol Kebon Jeruk KM8,,,Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat,Truk Tangki Petamina,KD,Kendaraan,,,,,,LN,Lain,Laka Lantas,06:40,00:10,2,10,0,9,5,48, - , - , - , - , - , - , - , 1 , - ,,," 500,000,000 ","Akibat dari tabrakan truk BBM Pertamina dengan truk Tronton, hingga BBM tumpah ke jalan.",
,1526,02/Desember/2013  (Senin),Bencana Kebakaran,Masyarakat,08:30,Jl. Pergudangan Pantai Indah Dadap,,,Tangerang,Tangerang,Kota Tangerang,Gudang,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Kortleting Listrik,08:40,00:10,4,20,0,5,0,"4,500", - , - , - , - , - , 4 , - , - , - ,,," 1,000,000,000 ",Diduga adanya arus pendek listrik salah satu gudang hingga merambat dan membesar,
,1527,02/Desember/2013  (Senin),Bencana Kebakaran,Masyarakat,19:30,Jl. Bambu Larangan ( komp. DPU ), 5 , 5 ,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,Kabel udara,LN,Lain-Lain,,,,,,LS,Listrik,Kortleting Listrik,19:35,00:05,1,5,0,0,15,, - , - , - , - , - , - , - , - , 1 ,,," 10,000,000 ",Diduga adanya hubungan arus pendek listrik pada kabel udara PLN menimbulkan percikan api dan terbakar.,
,1528,03/Desember/2013  (Selasa),Bencana Kebakaran,Petugas Instansi Lain,19:10,Jl. Kapuk Raya Gg.Jambu, 5 , 11 ,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor Meledak,19:20,00:10,11,55,0,0,20,2, - , - , - , - , 1 , - , - , - , - ,1,4," 10,000,000 ","Kompor sedang dipergunakan tiba-tiba meledak, sehingga sebagian rumah tinggal terbakar",
