,No,Tanggal,Keterangan JKB,Sumber Informasi,Waktu Informasi,Alamat Kejadian, RT , RW ,Kelurahan,Kecamatan,Wilayah,Objek Kejadian Awal,Kode Objek Bencana,Kategori Objek Bencana,Objek Kejadian Lainnya,Kode Objek Bencana Lainnya,Kategori Objek Bencana Lainnya,ID Bang,Jenis Bangunan,ID Sebab,Sebab Kejadian,Keterangan Sebab Kejadian,Waktu Respon,Menit Respon,JUMLAH UNIT,JUMLAH SDM,Lama Operasi -  Hari,Lama Operasi - Jam,Lama Operasi -  Menit,Luas Area Kejadian,Petugas Mati,Petugas  Luka,Masyarakat Mati,Masyarakat Luka,Objek BP,Objek BUP,Objek BI,Objek KD,Objek LN,Jumlah KK,Jumlah Jiwa, Taksiran Kerugian ,Kronologis Kejadian,Keterangan
,905,24/Juni/2013  (Senin),Bencana Kebakaran,Masyarakat,23:30,M. Kahfi 2 Gg. Mangga, 7 , 1 ,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan,Kabel udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Korsleting Listrik,23:36,00:06,1,5,0,0,29,2, - , - , - , - , - , - , - , - , 1 ,0,0," 2,000,000 ",Diduga konsleting Listrik pada kabel PLN sehingga kabel PLN terbakar,
,906,25/Juni/2013  (Selasa),Bencana Kebakaran,Masyarakat,01:40,Bendi raya, 11 , 4 ,kebayoran lama selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Bangunan Umum,BU,Bangunan Umum dan Perdagangan,,,,,,LN,Lain,Disengaja,01:45,00:05,1,5,0,0,20,9, - , - , - , - , - , 1 , - , - , - ,0,0," 5,000,000 ","Diduga karena sengaja dibakar orang, Posko FBR terbakar",
,907,25/Juni/2013  (Selasa),Bencana Kebakaran,Masyarakat,02:40,Kamal Raya No.25, 8 , 1 ,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,02:45,00:05,5,25,0,0,45,72, - , - , - , - , - , 1 , - , - , - ,1,6," 50,000,000 ",Di duga dari hubungan singkat harus pendek sehingga membakar plafon rumah,
,908,25/Juni/2013  (Selasa),Bencana Kebakaran,Masyarakat,07:00,"Jl. Poncol, Gg. Asem", 14 , 9 ,Ciracas,Ciracas, Kota Administrasi Jakarta Timur,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor gas LPG Bocor,07:06,00:06,1,5,0,0,20,6, - , - , - , - , 1 , - , - , - , - ,1,4," 5,000,000 ","Diduga terjadi kebocoran pada pipa gas LPG, sehingga mengakibatkan kebakaran yang menghabiskan sebagian rumah kontrakan.",petugas datang hanya untuk mengambil data.
,909,25/Juni/2013  (Selasa),Bencana Kebakaran,Masyarakat,20:54,Jl. Remaja, 8 , 1 ,Ceger,Cipayung, Kota Administrasi Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting,21:02,00:08,1,5,0,0,21,, - , - , - , - , - , - , - , - , 1 ,0,0," 1,000,000 ","Terjadi konsleting pada kabel udara PLN, sehingga membakar kabel itu sendiri.",
,910,26/Juni/2013  (Rabu),Bencana Kebakaran,Masyarakat,08:15,Jl. Keting 42, 6 , 10 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,08:20,00:05,21,105,0,3,30,216, - , - , 4 , 1 , - , 1 , - , - , - ,1,8," 1,000,000,000 ","Diduga dari akibat hubungan pendek arus listrik pada plapon menyambar bahan yang mudah terbakar hingga membesar, ","korban meninggal 4 ( Parni[30thn], Ae Chen[60thn], Leny[30thn], Adelin[2,5] ), dan korban luka Lina(35thn)"
,911,26/Juni/2013  (Rabu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,09:15,Jl. Luar Batang RW.3,,,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Gladi Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,,,,,,0,3,0,2,45,, - , - , - , - , - , - , - , - , - ,0,0, - ,Gladi kebakaran Padat Hunian,
,912,26/Juni/2013  (Rabu),Bencana Kebakaran,Petugas Pemadam,14:30,Jl. Menvo Dalam no. 87, 6 , 10 ,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,14:38,00:08,21,105,0,1,30,180, - , - , - , - , 20 , - , - , - , - ,20,31," 120,000,000 ","Diduga dari arus pendek listrik diatas plapon pada salah satu rumah petak, sehingga api membesar dan merambat ke rumah yang lain.",rumah kontrakan 20 pintu
,913,26/Juni/2013  (Rabu),Bencana Kebakaran,Masyarakat,22:00,Jl. Tebet Timur Dalam 5D. No.16, 6 , 5 ,Tebet timur,Tebet, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BM,Bangunan Menengah,LS,Listrik,Korsleting Listrik,22:05,00:05,16,80,0,1,0,144, - , - , - , - , 1 , - , - , - , - ,1,5," 500,000,000 ","Diduga dari arus pendek listrik diatas plapon, meninggalkan percikan api dan membesar",rumah 3 lantai
,914,26/Juni/2013  (Rabu),Bencana Kebakaran,Masyarakat,22:45,Jl. Gunung Sahari Raya No.3,,,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat,Hotel Sheraton Media,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Korsleting Listrik,22:49,00:04,17,85,0,2,15,20, - , - , - , - , - , 1 , - , - , - ,0,0," 200,000,000 ",terjadinya hubungan arus pendek listrik pada ruang karoeke menyambar pada bahan yang mudah terbakar dan membesar,
,915,26/Juni/2013  (Rabu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,18:25,"Jl. Sekertaris, Pinggir Kali", 6 , 5 ,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,18:30,00:05,1,5,0,0,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan dan angin kencang sehinggga pohon tumbang,
,916,27/Juni/2013  (Kamis),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:30,Jl. H. Kamaq, 6 , 10 ,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Korsleting Listrik,15:36,00:06,3,10,0,1,9,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Hujan deras disertai angin kencang, sehingga satu pohon tumbang menimpa sepeda motor dan mobil Grand Livina B 2198 YN",
,917,27/Juni/2013  (Kamis),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:50,Jl. Tebet Barat IV,,,Tebet Barat,Tebet, Kota Administrasi Jakarta Selatan,Ruko,LN,Lain-Lain,,,,,,LN,Lain,Korsleting Listrik,15:56,00:06,1,5,0,0,40,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Hujan deras disertai angin kencang, sehingga satu pohon tumbang menghalangi jalan",
,918,27/Juni/2013  (Kamis),Bencana Kebakaran,Masyarakat,20:35,Jl. Pademangan Timur Raya IV Gg.34, 15 , 1 ,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,20:40,00:05,27,135,0,2,0,100, - , - , - , - , - , 1 , - , - , - ,1,25," 1,000,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga satu bangunan ruko terbakar",
,919,28/Juni/2013  (Jumat),Bencana Kebakaran,Masyarakat,06:05,Jl. Tentara Pelajar Rukan Patal Senayan Blok D 35-36,,,Senayan,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Rukan/Ruko berlantai IV,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Konsleting Listrik,06:15,00:10,15,75,0,1,10,, - , - , - , - , - , - , - , - , - ,0,0, - ,,
,920,28/Juni/2013  (Jumat),Bencana Kebakaran,Masyarakat,15:05,Jl. Budi Mulya Hidup Baru 10, 5 , 3 ,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara,Gudang,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LN,Lain,Percikan LAS,15:10,00:05,4,20,0,0,20,12, - , - , - , - , - , - , 1 , - , - ,0,0," 2,000,000 ",Diduga terjadi kebakaran disebabkan oleh percikan dari mesin las yang mengenai Tiner dan mengakibatkan kebakaran,
,921,28/Juni/2013  (Jumat),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,20:45,Jl. Jembatan kali mati, 7 , 6 ,karet tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat,Evakuasi korban,LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,Petasan,20:50,00:05,2,10,0,4,45,, - , - , - , - , - , - , - , - , - ,0,1, - ,Diduga korban tenggelam karena bermain petasan di pinggir kali bersama ke 2 teman nya dan korban terpeleset ke kali,
,922,28/Juni/2013  (Jumat),Bencana Kebakaran,Masyarakat,15:40,Jl. Amal 1, 9 , 4 ,Palmerah,Palmerah, Kota Administrasi Jakarta Barat,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting,15:44,00:04,7,35,0,0,40,600, - , - , - , - , 4 , - , - , - , - ,4,8," 350,000,000 ","Terjadi konsleting listrik pada plafon di lantai 2, sehingga menyebabkan kebakaran.",
,923,29/Juni/2013  (Sabtu),Bencana Kebakaran,Masyarakat,00:15,"Jl. Gang Karya II, No. 11", 2 , 9 ,Menteng Atas,Setiabudi, Kota Administrasi Jakarta Selatan,Rumah Tinggal (Dapur),BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting,00:17,00:02,1,5,0,0,30,8, - , - , - , - , 1 , - , - , - , - ,1,4," 20,000,000 ","Diduga terjadi konsleting pada instalasi listrik dalam rumah, sehingga menyebabkan kebakaran.",
,924,29/Juni/2013  (Sabtu),Bencana Kebakaran,Petugas Pemadam,14:25,Jl. Pengukiran III, 3 , 3 ,Pekojan,Tambora, Kota Administrasi Jakarta Barat,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,14:30,00:05,24,120,0,3,40,216, - , - , - , - , - , 1 , - , - , - ,1,2," 500,000,000 ","Diduga korsleting listrik di lantai 1 (ruko 3 lt), hingga terjadi kebakaran",
,925,29/Juni/2013  (Sabtu),Bencana Kebakaran,Masyarakat,20:40,"MOI Kelapa Gading (Toko Pakaian Lt.1 Blok GF-F8), Jl. Boulevard Barat",,,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara,Mall Of Indonesia,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Korsleting Listrik,20:45,00:05,12,60,0,1,25,49, - , - , - , - , - , 1 , - , - , - ,0,0," 750,000,000 ","Akibat korsleting listrik pada stop kontak, menyambar bahan yang mudah terbakar hingga membesar",
,926,29/Juni/2013  (Sabtu),Bencana Kebakaran,Petugas Pemadam,10:45,Jl. SKIP II, 13 , 2 ,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara,Gladi Hunian Padat,LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,,10:50,00:05,4,20,0,1,15,, - , - , - , - , - , - , - , - , - ,0,0, - ,Gladi Hunia Padat,
,927,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,09:40,Jl. Taman Golf Timur ii Blok BI No.7, 4 , 3 ,Kamal Muara,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,09:50,00:10,12,60,0,1,25,50, - , - , - , - , 1 , - , - , - , - ,2,12," 200,000,000 ","Hubungan singkat di atas plafon, api membesar menyambar dinding, satu bangunan rumah tinggal habis terbakar",
,928,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,12:00,Jl. Pelabuhan Kali Baru, 2 , 8 ,KAlibaru,Cilincing, Kota Administrasi Jakarta Utara,Gudang Penyimpanan Kayu,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Api Tabunan,12:05,00:05,16,80,0,2,30,400, - , - , - , - , - , 1 , - , - , - ,0,0," 200,000,000 ",Api tabunan membesar sehingga merambat ke tumpukan kayu dalam gudang sehingga satu bangunan gudang terbakar,
,929,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,20:40,Pt. GSB (Gerbang Sarana Baja) Jl. H. Malik, 8 , 3 ,Sukapura,Cilincing, Kota Administrasi Jakarta Utara,Suhblasting,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LS,Listrik,0,20:45,00:05,15,75,0,1,20,150, - , - , - , - , - , - , 1 , - , - ,0,0," 500,000,000 ",Diduga berasal dari konsleting listrik menyambar cairan anti karat dan membesar sehingga terjadi kebakaran,
,930,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,21:30,Jl. Rorotan, 4 , 8 ,Rorotan,Cilincing, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,0,21:40,00:10,2,10,0,1,0,96, - , - , - , - , 2 , - , - , - , - ,0,0," 75,000,000 ",Diduga berasal dari konsleting listrik menyambar plafon dan membesar sehingga terjadi kebakaran,
,931,30/Juni/2013  (Minggu),Pertolongan Gawat Darurat (Ambulan Paramedik),Masyarakat,10:10,Jl. Tebet Timur Dalam No.24, 9 , 4 ,Tebet Timur,Tebet, Kota Administrasi Jakarta Selatan,Evakuasi Biawak,LN,Lain-Lain,,,,,,LN,Lain,,10:10,00:00,1,5,0,0,15,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Biawak Masuk Rumah,
,932,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,17:25,Jl. Swadarma I, 5 , 3 ,Ulujami,Pesanggrahan, Kota Administrasi Jakarta Selatan,Rumah Tinggal II Lantai,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,0,17:30,00:05,13,65,0,2,5,800, - , - , - , - , 1 , - , - , - , - ,0,0," 1,000,000,000 ",Diduga berasal dari konsleting listrik menyambar plafon dan membesar sehingga terjadi kebakaran di latai II dan III,
,933,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,01:55,JL. Asirot Gg. Damai, 5 , 1 ,Sukabumi selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,Kabel PLN,LN,Lain-Lain,,,,,,LS,Listrik,0,01:58,00:03,1,0,0,0,25,2, - , - , - , - , - , - , - , - , 1 ,0,0," 2,000,000 ",Karena hunbungan arus pendek pada kabel sehingga kabel PLN terbakar,
,934,30/Juni/2013  (Minggu),Bencana Kebakaran,Masyarakat,22:55,Jl. D. P. S., 12 , 6 ,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,0,22:59,00:04,21,80,0,0,50,66, - , - , - , - , 1 , - , - , - , - ,2,8," 250,000,000 ","Akibat korsleting listrik pada stop kontak, menyambar bahan yang mudah terbakar hingga membesar",
,935,01/Juli/2013  (Senin),Bencana Kebakaran,Petugas Instansi Lain,18:50,Jl. Bukit Duri Pangkalan, 5 , 12 ,Bukit Duri,Tebet, Kota Administrasi Jakarta Selatan,Masjid Al-Hidayat,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Api Tabunan,19:00,00:10,3,15,0,0,20,, - , - , - , - , - , 1 , - , - , - ,0,0," 300,000 ","Terjadi konsleting listrik pada kipas angin gantung di dalam masjid, mengakibatkan kebakaran",
,936,01/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,20:05,Jl. Kali Anyar 1, 4 , 9 ,Kali Anyar,Tambora, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Api Tabunan,20:10,00:05,32,47,0,1,5,40, - , - , - , - , 1 , - , - , - , - ,1,7," 50,000,000 ","Diduga terjadi konsleting pada AC di lantai 2, kemudian merambat ke kain sablonan. Sehingga mengakibatkan kebakaran.",
,937,02/Juli/2013  (Selasa),Bencana Kebakaran,Petugas Instansi Lain,02:25,"Jl. Mas Putih D, No. 49", 9 , 8 ,Grogol Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Angin Kencang,02:30,00:05,15,75,0,1,35,500, - , - , - , - , 1 , - , - , - , - ,1,5," 1,000,000,000 ","Diduga terjadi konsleting listrik pada instalasi listrik di dalam gudang di lantai 2. Api dengan cepat membesar, sehingga mengakibatkan kebakaran.",
,938,02/Juli/2013  (Selasa),Bencana Kebakaran,Masyarakat,14:28,Jl. Krendang Utara III, 2 , 2 ,Krendang,Tambora, Kota Administrasi Jakarta Barat,Ruko 3 Lantai,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,14:33,00:05,28,140,0,0,47,180, - , - , - , - , - , 1 , - , - , - ,1,6," 200,000,000 ","Diduga korsleting listrik dari kipas angin, menimbulkan ledakan hingga membakar bahan yang mudah terbakar dan membesar",Ruko 3 Lantai (Sablon Dan Konveksi)
,939,02/Juli/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,14:05,Jl. Jembatan 3 (Sisi Timur Jalur Busway),,,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,14:10,00:05,1,6,0,1,25,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Akibat angin kencang, sehingga satu pohon tumbang",
,940,03/Juli/2013  (Rabu),Bencana Kebakaran,Masyarakat,04:20,Jl. Pulo Gebang Indah, 8 , 12 ,Pulo Gebang,Cakung, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,04:25,00:05,7,35,0,1,0,120, - , - , - , - , 2 , - , - , - , - ,2,5," 200,000,000 ",Diduga dari hubungan singkat arus listrik diatas plapon menimbulkan percikan api dan membesar,
,941,03/Juli/2013  (Rabu),Bencana Kebakaran,Petugas Instansi Lain,18:50,Jl. Kayu Mas Raya, 13 , 10 ,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,18:55,00:05,34,155,0,1,40,300, - , - , - , 1 , 30 , - , - , - , - ,50,150," 900,000,000 ","Hubungan singkat di atas plafon, api membesar menyambar dinding, 30 rumah tinggal habis terbakar",
,942,04/Juli/2013  (Kamis),Bencana Kebakaran,Petugas Instansi Lain,19:45,Jl. R.A. Kartini,,,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan,Mobil Sedan,KD,Kendaraan,,,,,,LS,Listrik,Konsleting Listrik,19:50,00:05,1,5,0,0,30,, - , - , - , - , - , - , - , 1 , - ,0,0," 10,000,000 ","Terjadi konsleting listrik pada ACCU mobil, sehingga menyebabkan kebakaran pada bagian cup mobil",Mobil Sedan Suzuki Baleno (B 8067 TP). Pemilik Ibu Wike Budiarti
,943,05/Juli/2013  (Jumat),Bencana Kebakaran,Petugas Pemadam,00:05,"Jl. Kelapa Cengkir Elok Timur DK 2, No. 16", 14 , 9 ,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Selang Gas LPG Bocor,00:10,00:05,4,20,0,0,45,90, - , - , - , - , 1 , - , - , - , - ,1,3," 3,000,000,000 ","Terjadi kebocoran gas pada selang regulator, ketika kompor dinyalakan oleh pemilik rumah, menimbulkan ledakan dan membakar rumah tersebut.",Pemilik Bp. Andi 40 Th
,944,05/Juli/2013  (Jumat),Bencana Kebakaran,Masyarakat,04:20,Jl. Dalam Gg. Talib , 1 , 8 ,Krukut,Tamansari, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,,,0,0,0,0,10,25, - , - , 2 , 3 , 1 , - , - , - , - ,1,5," 10,000,000 ",Diduga terjadi hubungan arus pendek pada sebuah rangkaian panel listrik,Pemadaman dilakukan oleh masyarakat dengan APAR dan alat konvensional lainnya
,945,05/Juli/2013  (Jumat),Bencana Kebakaran,Petugas Instansi Lain,14:40,Jl. Raya Plumpang No.28,,,Rawa Badak Selatan,Koja, Kota Administrasi Jakarta Utara,Hotel Cempaka,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,14:45,00:05,11,55,0,0,55,150, - , - , - , - , - , 1 , - , - , - ,0,0," 750,000,000 ",Akibat dari arus pendek pada plapon menyambar bahan yang mudah terbakar hingga membesar,
,946,05/Juli/2013  (Jumat),Bencana Kebakaran,Masyarakat,16:55,Jl. Jaya Mandala No.5B, 10 , 2 ,Menteng Dalam,Tebet, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas Bocor,17:00,00:05,2,10,0,0,50,9, - , - , - , - , 1 , - , - , - , - ,0,2," 3,000,000 ","Akibat dari bocornya gas (pada rangkaian kompor gas), sehingga membakar benda di sekitarnya yang menimbulkan asap tebal dan pekat",
,947,06/Juli/2013  (Sabtu),Bencana Kebakaran,Masyarakat,03:05,Jl. Talang-Talang, 3 , 8 ,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,Lapak Kayu,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,03:12,00:07,21,105,0,3,5,750, - , - , 1 , - , 1 , - , - , - , - ,6,15," 850,000,000 ",Diduga hubungan arus pendek listrik di atas plapon dan membakar bahan yang mudah terbakar dan membesar,Korban Meninggal Bpk. Bahri (70th)
,948,06/Juli/2013  (Sabtu),Bencana Kebakaran,Masyarakat,12:00,Jl. H. Soleh II No.3, 6 , 2 ,Sukabumi selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,Ruamah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor Meledak,12:05,00:05,1,4,0,0,15,18, - , - , - , - , 1 , - , - , - , - ,0,0," 2,000,000 ","Kompor Gas Sedang Digunakan tiba-tiba regulator bocor menyambar dinding, api membakar sebagian dapur",
,949,07/Juli/2013  (Minggu),Bencana Kebakaran,Masyarakat,05:30,Jl. Cikini Raya Komp.Taman Ismail Marzuki,, 1 ,Cikini,Menteng, Kota Administrasi Jakarta Pusat,AC di lantai 1,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,05:33,00:03,20,75,0,2,0,36, - , - , - , - , - , - , - , - , 1 ,0,0," 180,000,000 ",Diduga terjadi kebakaran dari konsleting listrik di AC lantai 1 Fak. Seni Rupa,
,950,07/Juli/2013  (Minggu),Bencana Kebakaran,Masyarakat,11:35,Jl. Gg. Swadaya no.21, 2 , 5 ,Marunda,Cilincing, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,11:40,00:05,6,30,0,0,35,60, - , - , - , 1 , 1 , - , - , - , - ,0,0," 100,000,000 ",Terjadi korsleting listrik  pada instalasi diatas plafon yang membakar bahan mudah terbakar sehingga api membesar.,
,951,07/Juli/2013  (Minggu),Bencana Kebakaran,Masyarakat,14:20,Jln. Kedoya Raya,,,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,Mobil Sedan,KD,Kendaraan,,,,,,LN,Lain,Bensin Bocor,14:25,00:05,1,5,0,0,15,, - , - , - , - , - , - , - , 1 , - ,0,0," 20,000,000 ","Terjadi kebocoran bensin pada tangki mobil, sehingga pada saat distater api menyambar bensin dan membakar mobil.",
,952,07/Juli/2013  (Minggu),Bencana Kebakaran,Masyarakat,07:55,Jl. Ciledug Raya,,,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan,Mobil Taksi,KD,Kendaraan,,,,,,LN,Lain,Kelistrikan Mobil,08:00,00:05,1,5,0,0,20,, - , - , - , - , - , - , - , 1 , - ,0,0," 75,000,000 ",diduga terjadi korsleting pada kelistrikan mobil. Pada saat distater terjadi percikan api yang kemudian membakar mobil.,
,953,08/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,11:40,Jl. Bakti Mulya,,,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat,Gardu Listrik,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,11:48,00:08,2,10,0,0,20,1, - , - , - , - , - , - , - , - , 1 ,0,0," 200,000,000 ",Diduga dari hubungan arus pendek listrik dalam gardu listrik darurat PLN hingga terbakar,Pemadaman menggunakan APAR
,954,08/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,19:10,Jl. Dua Puluh No.22, 5 , 10 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,19:17,00:07,10,50,0,0,50,120, - , - , - , - , 1 , - , - , - , - ,1,1," 30,000,000 ","Diduga hubungan arus pendek listrik di atas plapon, membakar bahan yang mudah terbakar dan membesar",Pemilik Rumah Bpk. Richard (30th)
,955,08/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,21:10,Jl. Kober, 7 , 2 ,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur,Kabel Gardu Listrik PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,21:20,00:10,1,5,0,0,20,9, - , - , - , - , - , - , - , - , 1 ,0,0," 500,000 ",Akibat dari korsleting pada kabel gardu listrik hingga kabel terbakar,
,956,08/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,22:35,Jl. Janur Hijau Blok 1 No.22, 3 , 15 ,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,22:40,00:05,2,10,0,0,25,24, - , - , - , - , 1 , - , - , - , - ,0,0," 20,000,000 ",Diduga hubungan arus pendek listrik pada box panel hingga membakar bahan yang mudah terbakar dan membesar,Pemilik Rumah Bpk. Cau Pan (50th)
