no,tanggal,keterangan_jkb,sumber_informasi,waktu_informasi,alamat_kejadian,rt,rw,kelurahan,kecamatan,wilayah,objek_kejadian_awal,kode_objek_bencana,kategori_objek_bencana,objek_kejadian_lainnya,kode_objek_bencana_lainnya,kategori_objek_bencana_lainnya,id_bangunan,jenis_bangunan,id_sebab,sebab_kejadian,keterangan_sebab_kejadian,waktu_respon,menit_respon,jumlah_unit,jumlah_sdm,lama_operasi_hari,lama_operasi_jam,lama_operasi_menit,luas_area_kejadian,petugas_mati,petugas_luka,masyarakat_mati,masyarakat_luka,objek_bp,objek_bup,objek_bi,objek_kd,objek_ln,jumlah_kk,jumlah_jiwa,taksiran_kerugian,kronologis_kejadian,keterangan
962,7/11/2013,Bencana Kebakaran,Masyarakat,2:50,"Jl. Malaka II, Gg. E",,,Malaka Sari,Duren Sawit,Jakarta Timur,Pos Ronda,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Dibakar,3:00,10,2,10,0,0,30,4,0,0,0,0,-,1,-,-,-,0,0,1000000,Pos Ronda di bakar oleh orang Stress.,
963,7/11/2013,Bencana Kebakaran,Masyarakat,7:15,"Jl. Kosambi Raya, No 42",,,Tangerang,Tangerang,Kota Tangerang,Gudang,BI,Bangunan Industri,,,,BR,Bangunan Rendah,,,,7:20,5,1,5,-1,16,-1395,,0,0,0,0,,,,,,NA,NA,NA,,"Sampai dengan laporan di buat, 65 Masih berlangsung"
964,7/11/2013,Bencana Kebakaran,Masyarakat,11:05,Jl. Swasembada Timur,8,10,Kebon Bawang,Tanjung Priok,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:10,5,9,45,0,0,55,300,0,0,0,0,1,-,-,-,-,4,10,200000000,"Akibat dari korsleting listrik pada pesawat TV, hingga membakar bahan yang mudah terbakar dan membesar",
965,7/11/2013,Bencana Kebakaran,Masyarakat,12:25,Ruko Wijaya Grand Centre Lt.4,,,Pulo,Kebayoran Baru,Jakarta Selatan,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,12:30,5,21,105,0,1,55,240,0,0,0,0,-,1,-,-,-,0,0,240000000,"Akibat dari korsleting listrik pada AC, hingga menimbulkan percikan api dan membakar bahan yang mudah terbakar dan membesar",
966,7/11/2013,Bencana Kebakaran,Masyarakat,12:30,Jl. By Pass (Tol Sediatmo Km 60),,,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,Mobil Pick Up,KD,Kendaraan,,,,,,LN,Lain,Kecelakaan,12:35,5,6,24,0,0,40,0,0,0,0,0,-,-,-,-,1,0,0,200000000,Mobil Pick Up membawa cat bermuatan lebih terjungkal dan terbalik hingga terbakar,
967,7/11/2013,Bencana Kebakaran,Petugas Pemadam,14:40,Jl. Kebon Bawang 10 No.60,12,1,Kebon Bawang,Tanjung Priok,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:46,6,5,25,0,0,20,12,0,0,0,0,1,-,-,-,-,1,2,30000000,Korsleting listrik pada AC hingga menimbulkan percikan api dan membakar bahan yang mudah terbakar,
968,7/11/2013,Bencana Kebakaran,Masyarakat,18:30,Jl Kaza,1,11,Kelapa Dua Wetan,Ciracas,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,18:35,5,2,10,0,0,10,12,0,0,0,0,1,-,-,-,-,1,4,2000000,Korsleting listrik pada kipas angin hingga menimbulkan percikan api dan membakar bahan yang mudah terbakar hingga membesar,
969,7/11/2013,Bencana Kebakaran,Petugas Pemadam,23:10,Jl. Panjang,6,8,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,Kabel Tiang Listrik,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,23:15,5,2,10,0,0,25,0,0,0,0,0,-,-,-,-,1,0,0,2500000,Hubungan arus pendek listrik pada kabel tiang listrik PLN,
970,7/11/2013,Bencana Kebakaran,Petugas Pemadam,21:35,Jl. Kali Anyar II,14,1,Kali Anyar,Tambora,Jakarta Barat,Kabel Tiang Listrik,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:40,5,2,10,0,0,45,0,0,0,0,0,-,-,-,-,1,0,0,2500000,Hubungan arus pendek listrik pada kabel tiang listrik PLN,
971,7/11/2013,Bencana Kebakaran,Masyarakat,19:10,Jl. S. Parman Kav.901,,,Tomang,Grogol Petamburan,Jakarta Barat,Lampu Penerangan SPBU,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:15,5,0,2,0,0,15,0,0,0,0,0,-,-,-,-,1,0,0,4000000,Hubungan arus pendek listrik pada lampu penerangan SPBU,"Unit tidak meluncur, pemadaman menggunakan APAR"
972,7/12/2013,Bencana Kebakaran,Petugas Instansi Lain,15:20,Jl. Betet Dalam,9,2,Tanah Sereal,Tambora,Jakarta Barat,Konveksi dan Sablon Berlantai 2,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,15:28,8,23,110,0,1,15,0,0,0,0,0,-,2,-,-,-,2,8,400000000,"Hubungan singkat pada kabel mengenai bahan baku sablon sehingga terjadi kebkaran, 2 bangunan konveksi dan sablon terbakar",
973,7/12/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,21:30,Jl. Yos Sudarso / Tol Priok - Soekarno Hatta,,,Tanjung Priok,Tanjung Priok,Jakarta Utara,Mobil Kontainer terbalik,LN,Lain-Lain,,,,,,LN,Lain,Kecelakaan,21:45,15,3,15,0,0,40,0,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat mengerem mendadak sehingga truk container terbakar,
974,7/13/2013,Bencana Kebakaran,Masyarakat,13:05,Jl. Anggur,3,12,Kelapa Dua Wetan,Ciracas,Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,,,LN,Lain,Terbakar,13:15,10,1,5,0,0,25,0,0,0,0,0,-,-,-,-,1,0,0,1000000,Terjadi kelebihan bakar pada saat ada pekerjaan oleh PLN. Api tidak bisa di kuasai sehingga membakar kabel PLN,Api padam Oleh petugas PLN ketika Pemadam datang
975,7/13/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,21:30,"Apartement Mediterania Garden 2 Tower E Lt. 15, Jl. Tanjung Duren Raya",,,Tanjung Duren Utara,Grogol Petamburan,Jakarta Barat,Paramedik,LN,Lain-Lain,,,,BM,Bangunan Menengah,LN,Lain,Evakuasi WNA Luka Tembak,21:33,3,1,4,0,0,10,0,0,0,0,2,-,-,-,-,-,0,0,NA,"Anggota kepolisan menghubungi sudin jakbar, minta bantuan ambulance untuk evakuasi WNA yang luka tembak untuk di rujuk ke RS Royal Taruma",
976,7/14/2013,Bencana Kebakaran,Petugas Pemadam,8:20,Jl. PuloGadung,,,Rawa Terate,Cakung,Jakarta Timur,Cerobong Pipa GAS,LN,Lain-Lain,,,,,,LN,Lain,Gas,8:25,5,4,20,0,0,25,0.4,0,0,0,0,-,-,-,-,1,0,0,1000000,Kebocoran GAS,
977,7/14/2013,Bencana Kebakaran,Petugas Pemadam,12:00,Jl. Cempaka Putih Raya No.102,7,6,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,Kantor Advokat,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,12:05,5,10,50,0,1,30,30,0,0,0,0,-,1,-,-,-,0,0,150000000,"Diduga dari korsleting listrik pada AC, hingga membakar benda di sekitarnya da membesar",
978,7/14/2013,Bencana Kebakaran,Petugas Instansi Lain,13:50,Jl. Pisangan Baru III,2,6,Pisangan Baru,Matraman,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Pembakaran Sampah,13:55,5,4,20,0,0,20,60,0,0,0,0,1,-,-,-,-,0,0,30000000,"Bakaran Sampah yang dibiarkan, sehingga api membesar dan merembet ke bangunan rumah kosong",Bisa diatasi masyarakat
979,7/14/2013,Bencana Kebakaran,Masyarakat,14:15,Jl. Pegangsaan Raya,5,2,Pegangsaan Dua,Kelapa Gading,Jakarta Utara,Bedeng,BP,Bangunan Perumahan,,,,,,LN,Lain,Percikan Las,14:20,5,1,5,0,0,15,0,0,0,0,0,1,-,-,-,-,0,0,300000,Akibat dari percikan las yang mengenai tabung GAS Elpiji hingga terbakar,
980,7/14/2013,Bencana Kebakaran,Petugas Pemadam,18:23,Jl. Kramat Jaya Baru 4,14,1,Johar Baru,Johar Baru,Jakarta Pusat,Gardu Listrik,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,18:28,5,3,15,0,0,32,0,0,0,0,0,-,-,-,-,1,0,0,1000000,Hubungan Singkat Arus pendek listrik membakar kabel - kabel di sekitarnya,
981,7/15/2013,Bencana Kebakaran,Masyarakat,23:35,Jl. Kyai Sahdan No.22,6,12,Kemanggisan,Palmerah,Jakarta Barat,Kios Bakso,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor,23:40,5,11,43,0,0,55,0,0,0,0,0,-,1,-,-,-,0,0,7500000,"Kompor yang sedang digunakan tiba-tiba meledak, timbul api sehingga terjadi kebakaran",
982,7/16/2013,Bencana Kebakaran,Masyarakat,11:15,"Jl. Tambora No. 93, Kel. Bintara Jaya",6,5,Bekasi,Bekasi,Kota Bekasi,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:27,12,5,25,0,1,0,200,0,0,0,0,1,,,,,1,5,200000000,"Terjadi konsleting pada televisi, sehingga mengakibatkan kebakaran",
983,7/16/2013,Bencana Kebakaran,Petugas Instansi Lain,13:45,Jl. Rawa Bambu,5,13,Pasar Minggu,Pasar Minggu,Jakarta Selatan,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,13:45,0,1,5,0,0,15,2,0,0,0,0,-,-,-,-,1,0,0,1000000,"Terjadi konsleting pada kabel udara PLN, sehingga membakar kabel itu sendiri.",
984,7/16/2013,Bencana Kebakaran,Masyarakat,20:10,Jl. Pejagalan Raya,5,4,Pekojan,Tambora,Jakarta Barat,Lapak Tumpukan Kardus,LN,Lain-Lain,Gardu Listrik,LN,Lain-Lain,BR,Bangunan Rendah,LN,Lain,Petasan,20:14,4,10,50,0,1,0,50,0,0,0,0,-,-,-,-,2,0,0,185000000,"Akibat anak2 yang sedang bermain petasan, menyambar tumpukan kardus. Api membesar dan mengenai gardu listrik",
985,7/17/2013,Bencana Kebakaran,Masyarakat,13:00,Gg. Kemandoran II No.26,,,Grogol Utara,Kebayoran Lama,Jakarta Selatan,Mobil,KD,Kendaraan,,,,,,LN,Lain,Petasan,13:10,10,3,15,0,0,30,0,0,0,0,0,-,-,-,1,-,0,0,142000000,"Anak bermain petasan terkena tutup mobil yang sedang diparkir, hingga terbakar",
986,7/17/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,14:44,Gg. Mekong,9,7,Kali Anyar,Tambora,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Konstruksi Bangunan Buruk,14:49,5,4,20,0,1,0,45,0,0,0,2,1,-,-,-,-,0,0,125000000,Dikarenakan konstruksi bangunan yang lemah dan tidak memenuhi syarat,"Bangunan dalam tahap pembangunan, terdapat 16 pekerja, 2 orang pekerja terjebak di dalam reruntuhan dan berhasil diselamatkan dan dilarikan ke RS. Tarakan (Sumijan 50th dan Jumangin 45th)"
987,7/17/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,20:55,Jl. Bugis,5,1,Kebon Bawang,Tanjung Priok,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,21:00,5,1,5,0,0,35,0,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat hujan disertai angin kencang sehingga pohon tumbang,
988,7/17/2013,Bencana Kebakaran,Masyarakat,16:00,"Jl. Neptunus, Villa Cinere Mas No.35",,,Depok,Depok,Kota Depok,Kompor Gas,LN,Lain-Lain,,,,,,LS,Listrik,Gas,16:20,20,1,4,0,0,40,0,0,0,0,0,,,,,1,NA,NA,100000,"Akibat Selang Regulator Bocor, Sehingga Timbul Api Dan Membakar Kompor Gas",
989,7/18/2013,Bencana Kebakaran,Masyarakat,4:20,Jl . Jembatan Besi I,4,1,Jembatan Besi,Tambora,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,4:25,5,3,15,0,0,15,54,0,0,0,0,1,-,-,-,-,1,12,1500000,"Akibat koersleting listrik, sehingga sebagian ruangan di lantai 1 terbakar","Unit tidak bekerja, Dapat diatasi Oleh Warga"
990,7/18/2013,Bencana Kebakaran,Masyarakat,3:25,Jl. Boulevard Raya,,,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,Mobil,KD,Kendaraan,,,,,,LN,Lain,Belum Diketahui,3:30,5,4,20,0,0,35,4.5,0,0,1,0,-,-,-,1,-,0,0,110000000,Sebab kejadian dan korban masih dalam proses identifikasi,Mobil Daihatsu Luxio B 301 OW
991,7/18/2013,Bencana Kebakaran,Masyarakat,5:35,Jl. Cacing Raya Km 1.5,8,6,Cakung Timur,Cakung,Jakarta Timur,Gudang,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,5:40,5,10,50,0,2,4,120,0,0,0,0,-,-,1,-,-,0,0,15000000,"Akibat korsleting listrik, hingga membakar gudang",
992,7/18/2013,Bencana Kebakaran,Masyarakat,10:55,Jl. Tanah Merah,1,7,Tugu Selatan,Koja,Jakarta Utara,Bengkel Motor,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:05,10,4,20,0,0,35,18,0,0,0,0,-,1,-,-,-,0,0,25000000,"Hubungan singkat di atas plafon, api membesar sehingga sebagian bengkel terbakar",
993,7/18/2013,Bencana Kebakaran,Masyarakat,11:45,Jl. Raya Pondok Kopi,9,11,Pondok Kopi,Duren Sawit,Jakarta Timur,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Pembakaran Sampah,11:50,5,1,5,0,1,0,10,0,0,0,0,-,-,-,-,-,0,0,NA,"Sampah yang dibakar ditinggal, lalu api mebesar sehingga tumpukan sampah terbakar",
994,7/18/2013,Bencana Kebakaran,Petugas Instansi Lain,19:25,Jl. Utama II,10,4,Cengkareng Barat,Cengkareng,Jakarta Barat,Kabel PLN,LN,Lain-Lain,,,,,,LS,Listrik,Gas,19:30,5,1,5,0,0,15,5,0,0,0,0,-,-,-,-,1,0,0,3000000,Hubungan singkat pada sambungan kabel ditiang listrik,
995,7/18/2013,Bencana Kebakaran,Masyarakat,19:30,Jl. Bumi No.30,2,4,Mangga Besar,Tamansari,Jakarta Barat,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Gas,19:35,5,1,5,0,0,15,12,0,0,0,0,1,-,-,-,-,0,0,5000000,"Hubungan singkat di atas plafon, api membesar sehingga sebagian kontrakan di lantai II terbakar",
996,7/19/2013,Bencana Kebakaran,Petugas Pemadam,14:45,"Jl. Sadar IV, No. 58 K",,,Ciganjur,Jagakarsa,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:50,5,15,75,0,1,15,0,0,0,0,0,1,-,-,-,-,1,4,300000000,"Terjadi konsleting pada mesin cuci, kemudian mengenai bahan yang mudah terbakar dan menyebabkan kebakaran.",Pemilik Bp. Marsudiharto (47Th)
997,7/19/2013,Bencana Kebakaran,Masyarakat,20:54,"Jl. Dewi Sartika, No. 298A",10,4,Cawang,Kramat Jati,Jakarta Timur,Bengkel Motor,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:05,11,18,78,0,1,0,0,0,0,0,0,-,1,-,-,-,0,0,400000000,"Terjadi konsleting pada instalasi listrik atas plafon, api merambat ke ruang tidur karyawan dan bengkel agung motor 2 lantai. Sehingga mengakibatkan kebakaran.",Rumah Merangkap bengkel motor (2 Lantai). Pemilik Bp Beny Haryadi (64Th)
998,7/19/2013,Bencana Kebakaran,Masyarakat,23:50,Jl. Tol Tomang Pluit Km. 27,,,Grogol,Grogol Petamburan,Jakarta Barat,Mobil Daihatsu Luxio,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,23:53,3,2,10,0,0,40,0,0,0,0,0,-,-,-,1,-,0,0,150000000,"Diduga terjadi konsleting listrik pada accu mobil, sehingga mengakibatkan kebakaran",Daihatsu Luxio B 1403 BOP
999,7/20/2013,Bencana Kebakaran,Masyarakat,20:30,"D'Cost Restaurant, Jl. Lingkar Luar Barat No.108",,,Kembangan Selatan,Kembangan,Jakarta Barat,D'Cost Restaurant,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Penyumbatan Cerobong Asap,20:35,5,2,10,0,3,0,20,0,0,0,0,-,1,-,-,-,0,0,10000000,"Penyumbatan cerobong asap, terjadi akumulasi asap panas dapur",
1000,7/21/2013,Bencana Kebakaran,Masyarakat,18:45,Jl. Otista II No.10,9,9,Bidara Cina,Jatinegara,Jakarta Timur,Kabel PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,18:50,5,1,5,0,0,40,1,0,0,0,0,-,-,-,-,1,0,0,500000,"Hubungan singkat pada kabel PLN, sehingga membakar kurang lebih 1 meter kabel PLN",
1001,7/22/2013,Bencana Kebakaran,Masyarakat,2:15,Jl. ASEM,1,12,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,2:20,5,3,15,0,0,25,12,0,0,0,0,1,-,-,-,-,1,3,5000000,"Hubungan singkat di atas plafon, api membesar sehingga terjadi kebakaran, membakar sebagian rumah",
1002,7/22/2013,Bencana Kebakaran,Masyarakat,2:28,Jl. Jeruk Raya Gg. H. Keman,11,1,Jagakarsa,Jagakarsa,Jakarta Selatan,Kios Pancing,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,2:33,5,1,5,0,0,17,12,0,0,0,0,-,1,-,-,-,0,0,7500000,Hubungan singkat pada kabel kulkas timbul api menyambar dinding sehingga sebagian kios dan kulkas terbakar,
1003,7/22/2013,Bencana Kebakaran,Masyarakat,20:35,Jl. Peta Selatan,3,11,Kalideres,Kalideres,Jakarta Barat,Rumah Tinggal Sekaligus Warung Sembako,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Lilin,20:38,3,17,85,0,0,55,60,0,0,0,0,1,-,-,-,-,1,2,50000000,"Diduga akibat lilin yang dinyalakan pada saat listrik padam, kemudian ditinggal untuk sholat tarawih. Lilin menyambar bahan yang mudah terbakar dan mengakibatkan kebakaran.",Objek terbakar Rumah tinggal merangkap menjadi warung sembako Lt. 2. Pemilik Bapak Yongky
1004,7/23/2013,Bencana Kebakaran,Petugas Pemadam,16:30,MM Bekasi,,,Bekasi,Bekasi,Kota Bekasi,Gedung KFC,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,KP,Kompor,Gas,16:30,0,2,10,0,1,0,150,0,0,0,0,-,1,-,-,-,0,0,500000000,"Diakibatkan adanya kebocoran gas pada selang regulator, dan api menyambar dan terbakar",
1005,7/24/2013,Bencana Kebakaran,Petugas Pemadam,2:30,Jl. M.H. THAMRIN no.10,,,Bendungan Hilir,Tanah Abang,Jakarta Pusat,Gedung UOB,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Arus Pendek Listrik,2:35,5,15,75,0,2,0,100,0,0,0,0,-,1,-,-,-,0,0,1000000000,Diduga dari adanya hubungan singkat arus pendek listrik pada ruang panel dalam gedung hinggga membesar,Gedung UOB Lt. 8 / 9 PT. Wisma Kartika
1006,7/24/2013,Bencana Kebakaran,Masyarakat,9:05,Jl. Sapta Taruna Raya Komp. PU,12,1,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,Panel Listrik PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,9:10,5,3,15,0,0,25,3,0,0,0,0,-,-,-,-,1,0,0,10000000,"Hubungan singkat pada kabel di panel listrik, timbul api sehingga satu buah panel terbakar",
1007,7/25/2013,Bencana Kebakaran,Masyarakat,11:00,Jl. Rorotan 9,6,7,Rorotan,Cilincing,Jakarta Utara,Paled Kayu,LN,Lain-Lain,,,,,,LS,Listrik,Percikan Listrik Kabel Udara PLN,11:05,5,12,50,0,1,20,350,0,0,0,0,-,-,-,1,1,0,0,10000000,"Putus nya kabel udara PLN, kemudian menimpa paled kayu dan mengakibatkan kebakaran. Kemudian merambat ke mobil pick up yang ad didekat paled tersebut.",
1008,7/26/2013,Bencana Kebakaran,Petugas Instansi Lain,0:42,Jl. Anggrek Raya,1,2,Malaka Sari,Duren Sawit,Jakarta Timur,MCB,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,0:45,3,1,5,0,0,28,,0,0,0,0,-,-,-,-,1,0,0,5000000,Terjadi konsleting pada MCB BTS milik PT Satelindo. Sehingga membakar MCB itu sendiri,
1009,7/26/2013,Bencana Kebakaran,Petugas Pemadam,2:25,Pintu masuk Binaria (Gerbang Selatan),,,Ancol,Pademangan,Jakarta Utara,Mobil Golf,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,2:28,3,5,20,0,0,25,7.5,0,0,0,0,-,-,-,5,-,0,0,250000000,"Pada saat mobil golf tersebut di charge, terjadi konsleting pada pengisian listrik di mobil tersbut. Percikan api mengenai bahan yang mudah terbakar. Sehingga membakar mobil tersebut dan yang ada di sebelahnya pula. ",3 Unit terbakar habis dan 2 uni terbakar sebagian.
1010,7/26/2013,Bencana Kebakaran,Masyarakat,17:00,Jl. Pesanggrahan,6,5,Meruya Utara,Kembangan,Jakarta Barat,Kabel Udara PLN Dan Kabel Indovision,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,17:05,5,1,6,0,0,30,0,0,0,0,0,-,-,-,-,1,0,0,30000000,"Diduga adanya hubungan arus pendek listrik pada kabel udara tiang listrik, hingga menimbulkan percikan api dan menyambar kabel indovision",
1011,7/27/2013,Bencana Kebakaran,Masyarakat,2:55,Jl. Pintu Air Petamburan,10,7,Bendungan Hilir,Tanah Abang,Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,3:00,5,4,15,0,0,35,12,0,0,0,0,1,-,-,-,-,0,0,3000000,Diduga hubungan arus pendek listrik di atas plapon dan menyambar bahan yang mudah terbakar,
1012,7/27/2013,Bencana Kebakaran,Masyarakat,11:45,Jl. Raden Intan 1,,,Duren Sawit,Duren Sawit,Jakarta Timur,Mobil Minicup,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,11:50,5,1,5,0,0,25,,0,0,0,0,-,-,-,1,-,0,0,3000000,Diduga terjadi hubungan arus pendek pada instalasi kabel mobil kemudian keluar percikan api dan membakar sebagian bodi mobil,
1013,7/27/2013,Bencana Kebakaran,Masyarakat,13:35,Jl. Warakas V Gg. 19,11,12,Warakas,Tanjung Priok,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,13:40,5,16,80,0,1,5,600,0,0,0,0,17,-,-,-,-,15,100,500000000,"Pada saat kompor gas sedang dipergunakan tiba-tiba terjadi penyambaran gas yang diduga berasal dari kebocoran slang, kemudian gas menyambar api dan peralatan dapur disekitar kemudian membesar dan menyambar 17 rumah disekitar",
1014,7/27/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,21:15,Jl. Raya Bekasi,,,Penggilingan,Cakung,Jakarta Timur,Pencarian Orang Tenggelam,LN,Lain-Lain,,,,,,LN,Lain,Terpeleset,21:20,5,4,20,0,4,0,,0,0,0,0,-,-,-,-,1,0,0,NA,Pencarian orang tenggelam karena terpeleset di sungai YT,
1015,7/27/2013,Bencana Kebakaran,Petugas Pemadam,20:18,Jl. Fajar Baru Dalam Selatan,1,9,Cengkareng Timur,Cengkareng,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,Rumah Tinggal,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:30,12,28,140,0,1,32,80,0,0,0,0,2,-,-,-,-,2,8,350000000,"Hubungan singkat diatas plafon di lantai II, api merambat ke lantai I, sehingga tiga kontarakan terbakar",
1016,7/28/2013,Bencana Kebakaran,Masyarakat,2:10,Jl. Kebon Jeruk 17,13,8,Maphar,Tamansari,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Terpeleset,2:13,3,21,105,0,0,27,18,0,0,0,0,1,-,-,-,-,0,0,60000000,"Hubungan singkat pada kabel AC mengenai plafon, sehingga sebagian rumah terbakar",
1017,7/28/2013,Bencana Kebakaran,Masyarakat,13:30,Jl. Haji Samadi Ujung,13,4,Pejaten Barat,Pasar Minggu,Jakarta Selatan,Sampah Rumah Tinggal,LN,Lain-Lain,,,,,,LN,Lain,Pembakaran Sampah,13:34,4,2,10,0,0,35,36,0,0,0,0,-,-,-,-,1,0,0,NA,"Tumpukan sampah yang sengaja dibakar oleh warga yang stress, kemudian api membesar. ",
1018,7/28/2013,Bencana Kebakaran,Masyarakat,14:30,"Jl. Muhirin, No. 25",3,6,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,Rumah Tinggal Lt.2,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Terpeleset,14:35,5,5,25,0,0,20,64,0,0,0,0,1,-,-,-,-,1,4,150000000,Terjadi konsleting listrik pada instalasi PLN. Kemudian menyambar bahan yang mudah terbakar mengakibatkan kebakaran,
1019,7/29/2013,Bencana Kebakaran,Masyarakat,13:20,Jl. Flamboyan No.67,12,10,Cengkareng Barat,Cengkareng,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,13:25,5,17,85,0,1,5,75,0,0,0,2,1,-,-,-,-,1,5,200000000,"Hubungan arus pendek listrik di plafon lantai 2, hingga membakar sekelilingnya dan membesar",
1020,7/29/2013,Bencana Kebakaran,Masyarakat,18:10,Jl. Boulevard Raya,,,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,Restaurant,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Panas Cerobong Asap Dapur,18:15,5,11,55,0,1,10,250,0,0,0,0,-,1,-,-,-,0,0,15000000,Akibat dari cerobong asap pembakaran (dapur) menyambar bahan yang mudah terbakar hingga membesar,
